year,sex,profession,income,age
93,M,fisher,2204.53,34
93,F,craftsman,3959.55,34
93,X,unemployed,-5.54,34
93,M,unemployed,-5.46,34
93,M,civil servant,4760.44,34
93,F,civil servant,4690.08,33
93,F,homemaker,5.29,33
93,M,farmer,1215.46,33
93,M,unemployed,5.32,33
93,M,service provider,4777.87,33
93,M,unemployed,5.44,33
93,M,unemployed,5.46,33
93,M,homemaker,15.83,32
93,M,civil servant,4464.24,32
93,F,fisher,2190.46,32
93,M,fisher,2215.46,32
93,M,farmer,1130.89,32
93,X,service provider,4407.07,32
93,M,fisher,2037.62,31
93,M,craftsman,3453.78,31
93,F,civil servant,4313.46,31
93,F,farmer,1160.96,31
93,F,unemployed,26.33,31
93,F,fisher,2070.24,31
93,F,unemployed,33.81,30
93,M,homemaker,33.10,30
93,F,farmer,1079.26,30
93,M,fisher,2062.30,30
93,M,homemaker,33.83,30
93,F,service provider,4306.99,30
93,M,craftsman,3379.06,29
93,M,craftsman,3089.85,29
93,F,homemaker,41.89,29
93,X,unemployed,41.51,29
93,M,fisher,2036.18,29
93,F,fisher,2023.46,29
93,M,service provider,3842.58,29
93,M,fisher,1929.50,29
93,F,farmer,1021.56,28
93,F,homemaker,47.55,28
93,X,homemaker,48.50,28
93,F,fisher,1889.33,28
93,M,farmer,958.87,28
93,F,unemployed,51.32,28
93,M,fisher,1877.68,28
93,M,service provider,3696.02,27
93,M,farmer,985.27,27
93,F,unemployed,57.59,27
93,M,fisher,1745.91,27
93,F,farmer,998.13,27
93,M,unemployed,54.36,27
93,M,civil servant,3845.91,27
93,M,unemployed,57.82,27
93,F,service provider,3574.11,26
93,F,civil servant,3377.62,26
93,M,fisher,1767.55,26
93,F,homemaker,66.69,26
93,M,craftsman,2906.82,26
93,F,service provider,3435.42,26
93,M,farmer,922.43,26
93,M,homemaker,72.87,25
93,M,fisher,1676.57,25
93,M,craftsman,2902.18,25
93,F,craftsman,2837.15,25
93,M,fisher,1648.09,25
93,X,unemployed,72.00,25
93,F,service provider,3357.42,25
93,M,homemaker,73.62,24
93,M,fisher,1689.90,24
93,M,homemaker,76.91,24
93,M,civil servant,3236.87,24
93,F,civil servant,3449.91,24
93,F,farmer,894.99,24
93,F,farmer,855.14,24
93,M,homemaker,86.22,23
93,M,service provider,3339.63,23
93,M,civil servant,3099.35,23
93,M,craftsman,2591.64,23
93,M,homemaker,86.12,23
93,M,fisher,1521.07,23
93,M,farmer,840.50,22
93,M,fisher,1528.57,22
93,F,unemployed,84.91,22
93,F,fisher,1580.88,22
93,F,fisher,1546.33,22
93,F,homemaker,83.49,22
93,F,craftsman,2434.47,21
93,M,civil servant,3099.88,21
93,M,service provider,2899.55,21
93,F,fisher,1506.09,21
93,M,farmer,781.93,21
93,M,fisher,1430.84,21
93,M,craftsman,2405.34,20
93,M,farmer,732.62,20
93,M,craftsman,2385.63,20
93,F,farmer,783.22,20
93,M,farmer,726.13,20
93,X,craftsman,2293.63,20
93,M,fisher,1374.19,19
93,F,homemaker,98.95,19
93,F,unemployed,98.64,19
93,F,civil servant,2751.39,19
93,F,homemaker,98.47,18
93,F,unemployed,104.22,18
93,F,civil servant,2626.01,18
93,F,child,0.00,17
93,M,child,0.00,17
93,M,child,0.00,17
93,M,child,0.00,17
93,M,child,0.00,16
93,F,child,0.00,16
93,F,child,0.00,16
93,F,child,0.00,16
93,F,child,0.00,16
93,M,child,0.00,15
93,M,child,0.00,15
93,M,child,0.00,15
93,F,child,0.00,15
93,X,child,0.00,14
93,M,child,0.00,14
93,F,child,0.00,14
93,F,child,0.00,13
93,M,child,0.00,13
93,M,child,0.00,13
93,F,child,0.00,12
93,F,child,0.00,12
93,F,child,0.00,12
93,X,child,0.00,11
93,F,child,0.00,11
93,F,child,0.00,11
93,F,child,0.00,11
93,F,child,0.00,10
93,F,child,0.00,10
93,F,child,0.00,10
93,F,child,0.00,10
93,M,child,0.00,10
93,M,child,0.00,10
93,F,child,0.00,9
93,F,child,0.00,9
93,M,child,0.00,9
93,F,child,0.00,9
93,M,child,0.00,9
93,M,child,0.00,9
93,M,child,0.00,9
93,F,child,0.00,8
93,M,child,0.00,8
93,F,child,0.00,8
93,M,child,0.00,8
93,F,child,0.00,8
93,M,child,0.00,8
93,M,child,0.00,7
93,F,child,0.00,7
93,F,child,0.00,7
93,M,child,0.00,7
93,F,child,0.00,7
93,F,child,0.00,7
93,M,child,0.00,7
93,F,child,0.00,6
93,M,child,0.00,6
93,M,child,0.00,6
93,F,child,0.00,6
93,M,child,0.00,6
93,M,child,0.00,6
93,F,child,0.00,6
93,F,child,0.00,5
93,M,child,0.00,5
93,F,child,0.00,5
93,F,child,0.00,5
93,F,child,0.00,5
93,F,child,0.00,5
93,F,child,0.00,5
93,F,child,0.00,4
93,F,child,0.00,4
93,M,child,0.00,4
93,M,child,0.00,4
93,F,child,0.00,4
93,F,child,0.00,4
93,X,child,0.00,4
93,M,child,0.00,4
93,F,child,0.00,3
93,M,child,0.00,3
93,F,child,0.00,3
93,M,child,0.00,3
93,M,child,0.00,3
93,F,child,0.00,3
93,M,child,0.00,3
93,M,child,0.00,2
93,F,child,0.00,2
93,M,child,0.00,2
93,F,child,0.00,2
93,M,child,0.00,2
93,F,child,0.00,2
93,M,child,0.00,2
93,M,child,0.00,2
93,F,child,0.00,1
93,M,child,0.00,1
93,M,child,0.00,1
93,M,child,0.00,1
93,F,child,0.00,1
93,F,child,0.00,1
93,F,child,0.00,1
93,M,child,0.00,0
93,M,child,0.00,0
93,F,child,0.00,0
93,F,child,0.00,0
93,M,child,0.00,0
93,M,child,0.00,0
93,M,child,0.00,0
94,F,retired,3729.19,77
94,M,retired,2092.40,75
94,M,retired,-1494.00,75
94,F,retired,1649.43,74
94,F,retired,4047.99,74
94,F,retired,4085.15,74
94,F,retired,2134.99,73
94,M,retired,2234.60,73
94,M,retired,2054.28,72
94,M,retired,-1177.66,72
94,M,retired,5291.78,72
94,M,retired,5052.03,71
94,F,retired,1910.81,71
94,F,retired,4780.48,71
94,M,retired,5073.68,71
94,X,retired,4707.81,70
94,F,retired,-1058.98,70
94,F,retired,166.65,70
94,F,retired,1570.90,70
94,X,retired,1958.43,69
94,F,retired,-1022.81,69
94,F,retired,4835.86,69
94,F,retired,-930.62,68
94,F,retired,4477.08,68
94,M,retired,1559.02,68
94,M,retired,-980.50,68
94,M,retired,1576.76,68
94,F,retired,3614.17,68
94,F,retired,-980.60,68
94,F,retired,1222.14,68
94,F,retired,1418.40,67
94,M,retired,1528.71,67
94,X,retired,-852.95,67
94,M,retired,1839.58,67
94,F,retired,3406.63,67
94,M,retired,3572.47,67
94,F,retired,4445.55,67
94,M,retired,3343.37,66
94,M,retired,3447.57,66
94,M,retired,-792.32,66
94,F,retired,-866.85,66
94,F,retired,1793.74,66
94,F,retired,1469.31,66
94,M,retired,4430.23,66
94,F,retired,1658.11,65
94,M,retired,4092.09,65
94,F,retired,-763.81,65
94,F,retired,4066.87,65
94,F,retired,1401.88,65
94,M,retired,1429.38,65
94,F,retired,4158.56,65
94,M,retired,1353.20,65
94,M,farmer,3854.64,64
94,M,farmer,4312.99,64
94,M,craftsman,7248.52,64
94,M,fisher,4120.64,64
94,M,fisher,4459.89,64
94,M,farmer,4042.58,64
94,F,craftsman,7142.45,64
94,M,fisher,4362.11,64
94,F,civil servant,11333.09,63
94,F,fisher,4230.20,63
94,F,homemaker,-652.64,63
94,F,service provider,6762.27,63
94,F,fisher,4064.87,63
94,M,craftsman,9051.31,63
94,X,service provider,11318.79,63
94,M,homemaker,-658.88,62
94,F,fisher,3970.59,62
94,M,homemaker,-655.25,62
94,F,farmer,3716.05,62
94,F,homemaker,-640.78,62
94,F,craftsman,7033.50,62
94,F,civil servant,10643.85,61
94,M,craftsman,8026.59,61
94,M,craftsman,8080.87,61
94,M,service provider,10242.91,61
94,F,homemaker,-578.66,61
94,F,homemaker,-577.09,61
94,F,service provider,10884.65,61
94,F,service provider,9666.79,60
94,M,homemaker,-558.02,60
94,M,civil servant,10425.13,60
94,M,fisher,3749.50,60
94,M,craftsman,8070.34,60
94,M,craftsman,5193.51,60
94,F,fisher,3918.47,60
94,F,fisher,2060.27,59
94,M,fisher,3876.08,59
94,M,service provider,9873.20,59
94,M,service provider,10187.66,59
94,F,unemployed,-528.55,59
94,M,craftsman,7899.22,58
94,X,service provider,9819.56,58
94,M,fisher,3568.03,58
94,F,craftsman,7986.09,58
94,F,fisher,3558.18,58
94,F,fisher,3518.38,58
94,M,fisher,3320.84,58
94,M,fisher,3196.90,58
94,M,homemaker,-505.66,58
94,F,service provider,8656.78,58
94,F,homemaker,-489.24,58
94,F,craftsman,7507.62,57
94,M,farmer,3533.53,57
94,F,service provider,9704.97,57
94,M,craftsman,7139.73,57
94,F,farmer,2923.74,57
94,F,craftsman,7643.19,57
94,M,homemaker,-461.75,57
94,F,fisher,3432.40,57
94,F,fisher,3722.86,57
94,F,farmer,3492.56,57
94,F,fisher,3558.86,57
94,M,craftsman,7659.30,57
94,F,craftsman,6892.75,56
94,M,service provider,8376.15,56
94,M,craftsman,6980.62,56
94,F,farmer,3499.30,56
94,M,fisher,3656.36,56
94,F,homemaker,-422.77,56
94,M,civil servant,8660.05,56
94,F,farmer,3448.89,56
94,M,unemployed,-422.14,56
94,F,unemployed,-417.92,56
94,F,fisher,3358.53,56
94,M,farmer,3204.52,55
94,M,fisher,3254.49,55
94,F,craftsman,6717.10,55
94,M,farmer,3154.20,55
94,M,craftsman,7238.48,55
94,X,farmer,3317.58,55
94,F,craftsman,7333.39,55
94,F,farmer,3195.28,55
94,M,farmer,3306.74,55
94,F,craftsman,6744.37,55
94,F,craftsman,6840.58,54
94,M,fisher,3338.11,54
94,F,fisher,3177.52,54
94,M,farmer,3036.14,54
94,F,civil servant,9030.76,54
94,F,service provider,8936.60,54
94,F,craftsman,7058.81,54
94,M,farmer,3261.36,54
94,F,farmer,3095.36,53
94,F,farmer,3010.40,53
94,M,craftsman,6764.34,53
94,F,civil servant,8438.19,53
94,F,civil servant,8346.91,53
94,F,service provider,7395.10,53
94,F,homemaker,-351.98,53
94,M,homemaker,-338.22,53
94,M,fisher,3014.78,52
94,F,farmer,3024.18,52
94,M,farmer,3100.94,52
94,M,service provider,7741.74,52
94,M,homemaker,-321.73,52
94,M,service provider,7980.98,52
94,F,farmer,2921.65,52
94,M,fisher,3146.47,51
94,X,homemaker,-298.55,51
94,F,homemaker,-296.80,51
94,F,farmer,2959.31,51
94,M,farmer,3098.61,51
94,X,civil servant,7796.79,51
94,M,fisher,2883.01,51
94,F,craftsman,6202.42,51
94,M,civil servant,7617.75,50
94,F,craftsman,6192.10,50
94,F,service provider,7599.42,50
94,F,fisher,2792.16,50
94,M,homemaker,-263.23,50
94,F,fisher,2803.61,50
94,F,fisher,2808.41,50
94,M,fisher,2774.45,50
94,F,craftsman,6140.81,49
94,F,craftsman,6029.73,49
94,M,fisher,2818.16,49
94,F,farmer,2854.26,49
94,M,craftsman,4512.74,49
94,F,civil servant,7063.24,49
94,F,service provider,7229.42,49
94,M,farmer,2699.05,49
94,M,farmer,2813.24,49
94,F,civil servant,7167.86,49
94,M,fisher,2807.86,48
94,F,fisher,2868.99,48
94,M,service provider,7118.11,48
94,F,fisher,2785.76,48
94,M,fisher,2654.71,48
94,F,homemaker,-224.67,48
94,M,craftsman,5238.28,48
94,F,service provider,7315.31,48
94,M,homemaker,-232.08,48
94,M,craftsman,5707.13,47
94,F,fisher,2805.34,47
94,M,farmer,2732.04,47
94,M,farmer,2602.09,47
94,M,fisher,2705.83,47
94,M,homemaker,-218.64,47
94,M,fisher,2565.87,47
94,M,civil servant,7266.92,47
94,M,craftsman,5487.84,47
94,F,civil servant,7116.69,46
94,F,farmer,2520.39,46
94,F,craftsman,5315.39,46
94,M,unemployed,-188.33,46
94,M,craftsman,5669.10,46
94,M,civil servant,6868.60,46
94,F,homemaker,-197.71,46
94,F,fisher,1851.23,46
94,F,homemaker,-171.13,45
94,M,civil servant,6611.36,45
94,F,unemployed,-166.99,45
94,M,farmer,2606.34,45
94,F,civil servant,6320.39,45
94,F,homemaker,-173.49,45
94,F,civil servant,6804.93,45
94,M,service provider,6301.65,44
94,M,farmer,2346.45,44
94,F,craftsman,4939.29,44
94,M,civil servant,6650.54,44
94,M,craftsman,5086.06,44
94,M,service provider,6468.52,44
94,M,homemaker,-139.85,43
94,F,farmer,2478.33,43
94,M,civil servant,6441.94,43
94,F,farmer,2332.58,43
94,M,farmer,2462.68,43
94,M,service provider,6109.89,43
94,M,service provider,5931.22,42
94,M,fisher,2350.52,42
94,F,farmer,2271.58,42
94,X,unemployed,-119.17,42
94,F,craftsman,4632.67,42
94,F,farmer,2255.46,42
94,M,craftsman,4747.49,42
94,F,unemployed,-104.24,41
94,F,fisher,2288.27,41
94,M,homemaker,-105.57,41
94,M,fisher,2248.77,41
94,M,homemaker,-107.52,41
94,F,craftsman,4642.83,41
94,X,homemaker,-104.41,41
94,M,service provider,5913.28,40
94,F,craftsman,4736.22,40
94,M,craftsman,4608.98,40
94,X,homemaker,-93.77,40
94,M,craftsman,4443.32,40
94,F,farmer,2285.18,40
94,M,fisher,2172.50,40
94,F,unemployed,-90.71,40
94,M,farmer,2100.58,40
94,F,farmer,2067.57,39
94,M,civil servant,5587.24,39
94,F,service provider,5378.22,39
94,F,service provider,5493.07,39
94,M,craftsman,4471.99,39
94,F,homemaker,-78.33,39
94,X,unemployed,-74.04,39
94,F,farmer,2065.64,38
94,X,fisher,2075.06,38
94,M,service provider,5360.74,38
94,M,craftsman,4281.01,38
94,F,homemaker,-63.61,38
94,F,farmer,2112.08,38
94,F,farmer,2162.95,38
94,F,farmer,2049.96,37
94,F,homemaker,-48.68,37
94,F,fisher,1942.93,37
94,F,craftsman,4016.79,37
94,M,fisher,1942.06,37
94,F,service provider,5025.32,37
94,M,farmer,1968.20,37
94,M,farmer,2051.12,37
94,M,unemployed,-32.26,36
94,M,homemaker,-32.17,36
94,F,fisher,1998.91,36
94,F,fisher,1969.24,36
94,F,service provider,4927.52,36
94,M,unemployed,-30.24,36
94,M,service provider,4937.95,36
94,F,homemaker,-17.65,35
94,M,fisher,1823.59,35
94,F,craftsman,4061.39,35
94,X,unemployed,-18.36,35
94,M,unemployed,-17.56,35
94,M,civil servant,4848.26,35
94,F,civil servant,4931.22,34
94,F,homemaker,-6.69,34
94,M,farmer,1805.80,34
94,M,unemployed,-6.92,34
94,M,service provider,4525.48,34
94,M,unemployed,-6.83,34
94,M,unemployed,-6.75,34
94,M,homemaker,4.53,33
94,M,civil servant,4466.81,33
94,F,fisher,1835.93,33
94,M,fisher,1781.75,33
94,M,farmer,1809.34,33
94,X,service provider,4617.90,33
94,M,fisher,1706.12,32
94,M,craftsman,3551.61,32
94,F,civil servant,4319.45,32
94,F,farmer,1709.69,32
94,F,unemployed,13.98,32
94,F,fisher,1625.31,32
94,F,unemployed,23.31,31
94,M,homemaker,23.91,31
94,F,farmer,1758.22,31
94,M,fisher,1649.22,31
94,M,homemaker,23.44,31
94,F,service provider,4486.05,31
94,M,craftsman,3481.65,30
94,M,craftsman,3441.83,30
94,F,homemaker,33.25,30
94,X,unemployed,33.40,30
94,M,fisher,1548.39,30
94,F,fisher,1535.71,30
94,M,service provider,4199.67,30
94,M,fisher,1650.98,30
94,F,farmer,1618.09,29
94,F,homemaker,40.27,29
94,X,homemaker,39.19,29
94,F,fisher,1480.46,29
94,M,farmer,1580.38,29
94,F,unemployed,42.10,29
94,M,fisher,1561.56,29
94,M,service provider,3951.31,28
94,M,farmer,1529.08,28
94,F,unemployed,50.13,28
94,M,fisher,1437.98,28
94,F,farmer,1470.31,28
94,M,unemployed,47.11,28
94,M,civil servant,4055.98,28
94,M,unemployed,49.52,28
94,F,service provider,3622.54,27
94,F,civil servant,3407.46,27
94,M,fisher,1493.86,27
94,F,homemaker,58.67,27
94,M,craftsman,2933.01,27
94,F,service provider,3600.90,27
94,M,farmer,1498.74,27
94,M,homemaker,63.97,26
94,M,fisher,1354.46,26
94,M,craftsman,2954.00,26
94,F,craftsman,2932.45,26
94,M,fisher,1419.53,26
94,X,unemployed,67.65,26
94,F,service provider,3549.99,26
94,M,homemaker,72.90,25
94,M,fisher,1308.84,25
94,M,homemaker,69.04,25
94,M,civil servant,3537.03,25
94,F,civil servant,3548.68,25
94,F,farmer,1417.16,25
94,F,farmer,1372.29,25
94,M,homemaker,78.06,24
94,M,service provider,3270.17,24
94,M,civil servant,3454.63,24
94,M,craftsman,2796.46,24
94,M,homemaker,78.53,24
94,M,fisher,1262.31,24
94,M,farmer,1256.40,23
94,M,fisher,1224.53,23
94,F,unemployed,79.82,23
94,F,fisher,1268.82,23
94,F,fisher,1286.30,23
94,F,homemaker,85.21,23
94,F,craftsman,2584.61,22
94,M,civil servant,3127.76,22
94,M,service provider,2961.20,22
94,F,fisher,1234.80,22
94,M,farmer,1266.45,22
94,M,fisher,1172.38,22
94,M,craftsman,2363.90,21
94,M,farmer,1154.40,21
94,M,craftsman,2344.27,21
94,F,farmer,1155.44,21
94,M,farmer,1206.07,21
94,X,craftsman,2429.50,21
94,M,fisher,1130.00,20
94,F,homemaker,97.37,20
94,F,unemployed,91.66,20
94,F,civil servant,2772.56,20
94,F,homemaker,97.71,19
94,F,unemployed,101.06,19
94,F,civil servant,2784.93,19
94,F,unemployed,96.19,18
94,M,fisher,1061.89,18
94,M,farmer,1049.55,18
94,M,homemaker,104.42,18
94,M,child,0.00,17
94,F,child,0.00,17
94,F,child,0.00,17
94,F,child,0.00,17
94,F,child,0.00,17
94,M,child,0.00,16
94,M,child,0.00,16
94,M,child,0.00,16
94,F,child,0.00,16
94,X,child,0.00,15
94,M,child,0.00,15
94,F,child,0.00,15
94,F,child,0.00,14
94,M,child,0.00,14
94,M,child,0.00,14
94,F,child,0.00,13
94,F,child,0.00,13
94,F,child,0.00,13
94,X,child,0.00,12
94,F,child,0.00,12
94,F,child,0.00,12
94,F,child,0.00,12
94,F,child,0.00,11
94,F,child,0.00,11
94,F,child,0.00,11
94,F,child,0.00,11
94,M,child,0.00,11
94,M,child,0.00,11
94,F,child,0.00,10
94,F,child,0.00,10
94,M,child,0.00,10
94,F,child,0.00,10
94,M,child,0.00,10
94,M,child,0.00,10
94,M,child,0.00,10
94,F,child,0.00,9
94,M,child,0.00,9
94,F,child,0.00,9
94,M,child,0.00,9
94,F,child,0.00,9
94,M,child,0.00,9
94,M,child,0.00,8
94,F,child,0.00,8
94,F,child,0.00,8
94,M,child,0.00,8
94,F,child,0.00,8
94,F,child,0.00,8
94,M,child,0.00,8
94,F,child,0.00,7
94,M,child,0.00,7
94,M,child,0.00,7
94,F,child,0.00,7
94,M,child,0.00,7
94,M,child,0.00,7
94,F,child,0.00,7
94,F,child,0.00,6
94,M,child,0.00,6
94,F,child,0.00,6
94,F,child,0.00,6
94,F,child,0.00,6
94,F,child,0.00,6
94,F,child,0.00,6
94,F,child,0.00,5
94,F,child,0.00,5
94,M,child,0.00,5
94,M,child,0.00,5
94,F,child,0.00,5
94,F,child,0.00,5
94,X,child,0.00,5
94,M,child,0.00,5
94,F,child,0.00,4
94,M,child,0.00,4
94,F,child,0.00,4
94,M,child,0.00,4
94,M,child,0.00,4
94,F,child,0.00,4
94,M,child,0.00,4
94,M,child,0.00,3
94,F,child,0.00,3
94,M,child,0.00,3
94,F,child,0.00,3
94,M,child,0.00,3
94,F,child,0.00,3
94,M,child,0.00,3
94,M,child,0.00,3
94,F,child,0.00,2
94,M,child,0.00,2
94,M,child,0.00,2
94,M,child,0.00,2
94,F,child,0.00,2
94,F,child,0.00,2
94,F,child,0.00,2
94,M,child,0.00,1
94,M,child,0.00,1
94,F,child,0.00,1
94,F,child,0.00,1
94,M,child,0.00,1
94,M,child,0.00,1
94,M,child,0.00,1
94,M,child,0.00,0
94,F,child,0.00,0
94,M,child,0.00,0
94,M,child,0.00,0
94,F,child,0.00,0
94,F,child,0.00,0
94,F,child,0.00,0
94,F,child,0.00,0
94,M,child,0.00,0
95,M,retired,2154.39,76
95,M,retired,-1567.51,76
95,F,retired,1777.43,75
95,F,retired,4079.53,75
95,M,retired,2157.80,73
95,M,retired,-1278.13,73
95,M,retired,5015.36,72
95,F,retired,2047.73,72
95,X,retired,4965.06,71
95,F,retired,-1128.73,71
95,F,retired,159.44,71
95,F,retired,1633.92,71
95,X,retired,2019.42,70
95,F,retired,-1091.65,70
95,F,retired,4891.60,70
95,F,retired,-1048.20,69
95,F,retired,4461.27,69
95,M,retired,1600.61,69
95,M,retired,-973.43,69
95,M,retired,1492.18,69
95,F,retired,3577.02,69
95,F,retired,-1013.76,69
95,F,retired,1332.18,69
95,F,retired,1529.21,68
95,M,retired,1471.68,68
95,X,retired,-989.84,68
95,M,retired,1770.75,68
95,F,retired,3439.86,68
95,F,retired,4674.19,68
95,M,retired,3605.75,67
95,M,retired,3314.60,67
95,M,retired,-896.89,67
95,F,retired,-928.24,67
95,F,retired,1789.99,67
95,F,retired,1519.32,67
95,M,retired,4371.62,67
95,F,retired,1735.03,66
95,M,retired,4247.29,66
95,F,retired,-876.87,66
95,F,retired,4255.70,66
95,F,retired,1526.83,66
95,M,retired,1497.17,66
95,F,retired,4487.99,66
95,M,retired,1493.21,66
95,M,retired,1134.71,65
95,M,retired,1413.32,65
95,M,retired,1358.07,65
95,M,retired,1608.38,65
95,M,retired,1669.60,65
95,M,retired,1395.99,65
95,F,retired,1338.12,65
95,M,retired,1712.07,65
95,F,civil servant,11414.48,64
95,F,fisher,4377.18,64
95,F,homemaker,-744.12,64
95,F,service provider,6754.81,64
95,F,fisher,4258.59,64
95,M,craftsman,9281.19,64
95,X,service provider,11930.65,64
95,M,homemaker,-713.42,63
95,F,fisher,4134.10,63
95,M,homemaker,-708.62,63
95,F,farmer,3955.98,63
95,F,homemaker,-682.20,63
95,F,craftsman,7563.40,63
95,F,civil servant,10509.67,62
95,M,craftsman,8955.36,62
95,M,craftsman,8445.40,62
95,M,service provider,10895.23,62
95,F,homemaker,-647.22,62
95,F,homemaker,-640.72,62
95,F,service provider,10472.67,62
95,F,service provider,10008.49,61
95,M,homemaker,-625.56,61
95,M,civil servant,10935.60,61
95,M,fisher,4150.49,61
95,M,craftsman,7923.85,61
95,M,craftsman,5422.28,61
95,F,fisher,3872.06,61
95,F,fisher,2192.40,60
95,M,fisher,3862.27,60
95,M,service provider,10154.06,60
95,M,service provider,10616.24,60
95,F,unemployed,-539.72,60
95,M,craftsman,7800.54,59
95,X,service provider,9507.22,59
95,M,fisher,3705.96,59
95,F,craftsman,7740.72,59
95,F,fisher,3893.34,59
95,F,fisher,3777.67,59
95,M,fisher,3335.01,59
95,M,fisher,3518.44,59
95,M,homemaker,-507.33,59
95,F,service provider,9296.38,59
95,F,homemaker,-541.62,59
95,F,craftsman,7738.31,58
95,M,farmer,3440.78,58
95,F,service provider,9332.54,58
95,M,craftsman,7255.27,58
95,F,farmer,2923.82,58
95,F,craftsman,7785.22,58
95,M,homemaker,-476.89,58
95,F,fisher,3766.96,58
95,F,fisher,3644.47,58
95,F,farmer,3689.27,58
95,F,fisher,3476.13,58
95,M,craftsman,7665.43,58
95,F,craftsman,7679.80,57
95,M,service provider,8379.59,57
95,M,craftsman,7667.93,57
95,F,farmer,3343.89,57
95,M,fisher,3563.75,57
95,F,homemaker,-467.67,57
95,M,civil servant,9722.20,57
95,F,farmer,3577.71,57
95,M,unemployed,-460.56,57
95,F,unemployed,-475.13,57
95,F,fisher,3514.40,57
95,M,farmer,3272.42,56
95,M,fisher,3500.09,56
95,F,craftsman,7195.60,56
95,M,farmer,3418.94,56
95,M,craftsman,7191.61,56
95,X,farmer,3344.28,56
95,F,craftsman,7411.21,56
95,F,farmer,3334.52,56
95,M,farmer,3198.48,56
95,F,craftsman,7392.24,56
95,F,craftsman,7335.11,55
95,M,fisher,3387.53,55
95,F,fisher,3382.67,55
95,M,farmer,3092.23,55
95,F,civil servant,9101.15,55
95,F,service provider,8662.82,55
95,F,craftsman,6942.14,55
95,M,farmer,3131.57,55
95,F,farmer,3148.01,54
95,F,farmer,3132.93,54
95,M,craftsman,6650.28,54
95,F,civil servant,8972.90,54
95,F,civil servant,8919.41,54
95,F,service provider,7842.13,54
95,F,homemaker,-354.58,54
95,M,homemaker,-377.40,54
95,M,fisher,3288.16,53
95,F,farmer,3080.91,53
95,M,farmer,3116.63,53
95,M,service provider,8280.09,53
95,M,homemaker,-359.84,53
95,M,service provider,8702.47,53
95,F,farmer,3155.42,53
95,M,fisher,2985.61,52
95,X,homemaker,-331.68,52
95,F,homemaker,-310.91,52
95,F,farmer,3001.49,52
95,M,farmer,3014.93,52
95,X,civil servant,8020.45,52
95,M,fisher,3045.48,52
95,F,craftsman,6565.07,52
95,M,civil servant,8210.04,51
95,F,craftsman,6346.04,51
95,F,service provider,7783.65,51
95,F,fisher,2862.28,51
95,M,homemaker,-315.59,51
95,F,fisher,3002.63,51
95,F,fisher,2886.59,51
95,M,fisher,3091.08,51
95,F,craftsman,5903.36,50
95,F,craftsman,5976.11,50
95,M,fisher,2885.29,50
95,F,farmer,2881.31,50
95,M,craftsman,4643.78,50
95,F,civil servant,7232.53,50
95,F,service provider,7391.65,50
95,M,farmer,2794.79,50
95,M,farmer,2758.12,50
95,F,civil servant,7973.18,50
95,M,fisher,2671.64,49
95,F,fisher,2676.56,49
95,M,service provider,7185.63,49
95,F,fisher,2884.41,49
95,M,fisher,2945.97,49
95,F,homemaker,-253.67,49
95,M,craftsman,5583.88,49
95,F,service provider,7365.27,49
95,M,homemaker,-252.99,49
95,M,craftsman,5938.69,48
95,F,fisher,2743.92,48
95,M,farmer,2688.18,48
95,M,farmer,2678.62,48
95,M,fisher,2696.01,48
95,M,homemaker,-244.90,48
95,M,fisher,2601.79,48
95,M,civil servant,7404.72,48
95,M,craftsman,5697.88,48
95,F,civil servant,6824.48,47
95,F,farmer,2487.63,47
95,F,craftsman,5361.29,47
95,M,unemployed,-212.84,47
95,M,craftsman,5554.06,47
95,M,civil servant,7215.91,47
95,F,homemaker,-209.05,47
95,F,fisher,1975.41,47
95,F,homemaker,-190.09,46
95,M,civil servant,6873.60,46
95,F,unemployed,-205.34,46
95,M,farmer,2495.30,46
95,F,civil servant,6914.37,46
95,F,homemaker,-191.16,46
95,F,civil servant,6808.02,46
95,M,service provider,6635.85,45
95,M,farmer,2357.16,45
95,F,craftsman,5326.19,45
95,M,civil servant,6773.40,45
95,M,craftsman,5098.84,45
95,M,service provider,6767.82,45
95,M,homemaker,-164.13,44
95,F,farmer,2420.50,44
95,M,civil servant,6494.04,44
95,F,farmer,2302.45,44
95,M,farmer,2526.19,44
95,M,service provider,6390.93,44
95,M,service provider,6437.27,43
95,M,fisher,2440.91,43
95,F,farmer,2400.38,43
95,X,unemployed,-147.86,43
95,F,craftsman,4976.25,43
95,F,farmer,2369.63,43
95,M,craftsman,4780.20,43
95,F,unemployed,-122.32,42
95,F,fisher,2362.73,42
95,M,homemaker,-125.68,42
95,M,fisher,2301.70,42
95,M,homemaker,-124.60,42
95,F,craftsman,4928.82,42
95,X,homemaker,-124.47,42
95,M,service provider,6159.07,41
95,F,craftsman,4515.23,41
95,M,craftsman,4657.87,41
95,X,homemaker,-109.20,41
95,M,craftsman,4526.68,41
95,F,farmer,2184.48,41
95,M,fisher,2146.78,41
95,F,unemployed,-106.28,41
95,M,farmer,2306.60,41
95,F,farmer,2070.00,40
95,M,civil servant,5429.53,40
95,F,service provider,5643.13,40
95,F,service provider,5760.59,40
95,M,craftsman,4628.49,40
95,F,homemaker,-91.72,40
95,X,unemployed,-90.52,40
95,F,farmer,1991.97,39
95,X,fisher,2131.96,39
95,M,service provider,5288.35,39
95,M,craftsman,4426.24,39
