year,sex,profession,income,age,happiness
83,M,craftsman,8595.52,64,103.64
83,M,fisher,4427.05,64,101.48
83,M,farmer,3350.00,64,101.01
83,F,farmer,3566.49,64,101.08
83,M,unemployed,-721.89,64,80.00
83,F,service provider,11749.39,64,107.92
83,F,unemployed,-717.11,64,80.00
83,M,homemaker,-618.36,63,100.00
83,F,farmer,3530.75,63,101.04
83,F,farmer,3240.11,63,100.94
83,F,craftsman,8433.29,63,103.61
83,M,farmer,3477.22,63,101.02
83,F,homemaker,-631.37,63,100.00
83,F,craftsman,8902.75,63,103.66
83,F,service provider,10956.50,63,107.83
83,F,farmer,3320.75,63,101.01
83,F,craftsman,8309.46,62,103.57
83,F,fisher,4060.62,62,101.38
83,F,fisher,4363.09,62,101.40
83,M,homemaker,-582.95,62,100.00
83,F,homemaker,-627.02,62,100.00
83,M,fisher,4448.38,62,101.45
83,M,fisher,4169.73,62,101.41
83,M,fisher,4142.27,62,101.38
83,M,fisher,4017.33,61,101.35
83,M,craftsman,7975.48,61,103.51
83,M,fisher,4049.14,61,101.32
83,M,craftsman,8300.25,61,103.54
83,M,homemaker,-567.55,61,100.00
83,M,homemaker,-530.19,61,100.00
83,M,fisher,4147.99,61,101.38
83,M,civil servant,10039.42,61,107.73
83,M,craftsman,8010.77,61,103.52
83,M,civil servant,10053.18,60,107.72
83,M,fisher,3956.62,60,101.31
83,F,fisher,3848.17,60,101.30
83,F,homemaker,-506.75,60,100.00
83,M,craftsman,8072.27,60,103.47
83,F,service provider,10311.25,60,107.74
83,F,farmer,2999.00,60,100.80
83,M,service provider,10006.82,60,107.70
83,X,civil servant,10357.94,59,107.69
83,M,fisher,4000.06,59,101.27
83,F,homemaker,-466.04,59,100.00
83,M,farmer,2943.30,59,100.75
83,F,craftsman,7960.44,59,103.45
83,F,farmer,3156.83,59,100.83
83,F,fisher,2725.78,59,100.52
83,F,farmer,2973.12,59,100.80
83,F,fisher,3861.95,58,101.21
83,X,fisher,3871.69,58,101.23
83,F,homemaker,-461.76,58,100.00
83,F,farmer,2898.77,58,100.74
83,M,fisher,3888.22,58,101.23
83,F,service provider,9719.90,58,107.61
83,M,fisher,3628.96,58,101.16
83,F,homemaker,-408.61,57,100.00
83,F,service provider,9598.06,57,107.58
83,M,farmer,2963.22,57,100.71
83,M,unemployed,-387.47,57,80.00
83,M,farmer,2770.84,57,100.67
83,F,craftsman,7051.22,57,102.82
83,M,service provider,9246.90,57,107.58
83,F,homemaker,-400.88,57,100.00
83,F,farmer,2685.11,57,100.54
83,F,farmer,2787.66,56,100.65
83,M,farmer,2815.30,56,100.63
83,X,homemaker,-371.77,56,100.00
83,M,fisher,3406.80,56,101.03
83,F,craftsman,7272.87,56,102.80
83,M,craftsman,7470.48,56,102.86
83,F,service provider,9357.10,56,107.57
83,M,homemaker,-358.22,56,100.00
83,M,craftsman,7345.22,55,101.55
83,F,farmer,2596.46,55,100.52
83,M,craftsman,7344.39,55,102.18
83,M,unemployed,-346.50,55,80.00
83,F,homemaker,-332.45,55,100.00
83,F,fisher,3600.33,55,101.10
83,F,farmer,2688.96,55,100.58
83,M,civil servant,8946.13,55,107.48
83,F,fisher,3480.14,54,101.00
83,M,civil servant,8400.32,54,107.42
83,F,homemaker,-302.33,54,100.00
83,F,civil servant,8511.32,54,107.42
83,F,farmer,2535.57,54,100.48
83,M,fisher,3049.69,54,100.84
83,F,service provider,8711.36,54,107.45
83,M,farmer,2618.09,54,100.50
83,M,farmer,2477.71,53,100.33
83,M,farmer,2677.94,53,100.51
83,M,craftsman,5383.42,53,100.32
83,M,fisher,3241.96,53,100.87
83,M,fisher,3254.03,53,100.94
83,M,farmer,2557.64,53,100.47
83,F,craftsman,5384.77,53,100.33
83,M,fisher,3348.35,53,100.95
83,F,civil servant,8403.94,52,107.37
83,F,fisher,3248.36,52,100.87
83,F,homemaker,-269.26,52,100.00
83,F,homemaker,-253.20,52,100.00
83,F,fisher,3091.45,52,100.85
83,M,craftsman,6153.46,52,100.73
83,X,service provider,8418.04,52,107.35
83,M,homemaker,-248.35,51,100.00
83,F,fisher,3276.24,51,100.88
83,M,homemaker,-227.50,51,100.00
83,F,farmer,2213.47,51,100.19
83,F,homemaker,-230.92,51,100.00
83,F,craftsman,5433.47,51,100.38
83,F,civil servant,7561.80,50,107.08
83,M,craftsman,5981.93,50,100.64
83,M,craftsman,6042.08,50,100.63
83,M,service provider,7529.35,50,107.25
83,F,homemaker,-207.93,50,100.00
83,F,homemaker,-220.31,50,100.00
83,F,service provider,7850.19,50,107.24
83,F,service provider,7614.67,49,106.75
83,M,homemaker,-196.00,49,100.00
83,M,civil servant,7161.48,49,106.67
83,M,fisher,3067.38,49,100.76
83,M,craftsman,6198.45,49,100.63
83,M,homemaker,-200.57,49,100.00
83,F,fisher,2890.54,49,100.69
83,F,homemaker,-162.53,48,100.00
83,M,fisher,2801.15,48,100.66
83,M,service provider,7303.55,48,106.69
83,M,service provider,7141.49,48,105.39
83,F,unemployed,-177.76,48,80.00
83,M,craftsman,5866.84,47,100.54
83,X,service provider,6728.66,47,105.32
83,M,fisher,2815.16,47,100.59
83,F,craftsman,5831.34,47,100.54
83,F,fisher,2911.38,47,100.63
83,F,fisher,2845.86,47,100.64
83,M,fisher,2480.95,47,100.38
83,M,fisher,2511.08,47,100.36
83,M,homemaker,-157.79,47,100.00
83,F,service provider,6423.76,47,102.09
83,F,homemaker,-156.87,47,100.00
83,F,craftsman,5241.58,46,100.38
83,M,farmer,2074.79,46,100.02
83,F,service provider,6597.31,46,104.68
83,M,craftsman,5318.83,46,100.40
83,F,farmer,1686.74,46,99.55
83,F,craftsman,5228.25,46,100.37
83,M,homemaker,-136.91,46,100.00
83,F,fisher,2731.98,46,100.52
83,F,fisher,2719.90,46,100.53
83,F,farmer,2178.13,46,100.08
83,F,fisher,2636.84,46,100.51
83,M,craftsman,5208.44,46,100.39
83,F,craftsman,5307.87,45,100.39
83,M,service provider,6110.90,45,102.03
83,M,craftsman,5259.02,45,100.35
83,F,farmer,1986.28,45,99.94
83,M,fisher,2507.03,45,100.42
83,F,homemaker,-116.71,45,100.00
83,M,civil servant,6596.27,45,104.62
83,F,farmer,2006.17,45,99.91
83,M,unemployed,-108.66,45,80.00
83,F,unemployed,-107.51,45,80.00
83,F,fisher,2605.59,45,100.45
83,M,farmer,1900.16,44,99.84
83,M,fisher,2523.68,44,100.43
83,F,craftsman,5070.33,44,100.34
83,M,farmer,2046.46,44,99.91
83,M,craftsman,4994.64,44,100.31
83,X,farmer,1992.21,44,99.90
83,F,craftsman,4977.23,44,100.27
83,F,farmer,2015.75,44,99.93
83,M,farmer,1950.60,44,99.81
83,F,craftsman,4986.92,44,100.32
83,F,craftsman,4842.37,43,100.24
83,M,fisher,2355.32,43,100.30
83,F,fisher,2488.59,43,100.32
83,M,farmer,1866.01,43,99.78
83,F,civil servant,6002.72,43,102.01
83,F,service provider,6185.43,43,102.05
83,F,craftsman,5081.58,43,100.27
83,M,farmer,1829.17,43,99.77
83,F,farmer,1804.28,42,99.69
83,F,farmer,1942.00,42,99.77
83,M,craftsman,4900.17,42,100.21
83,F,civil servant,5976.19,42,101.98
83,F,civil servant,6103.78,42,101.99
83,F,service provider,5568.77,42,101.81
83,F,homemaker,-71.35,42,100.00
83,M,homemaker,-70.91,42,100.00
83,M,fisher,2356.72,41,100.21
83,F,farmer,1742.65,41,99.58
83,M,farmer,1855.00,41,99.65
83,M,service provider,6036.16,41,101.95
83,M,homemaker,-61.27,41,100.00
83,M,service provider,6142.25,41,101.98
83,F,farmer,1710.28,41,99.59
83,M,fisher,2354.24,40,100.21
83,X,homemaker,-49.28,40,100.00
83,F,homemaker,-49.90,40,100.00
83,F,farmer,1682.00,40,99.55
83,M,farmer,1759.45,40,99.62
83,X,civil servant,5795.23,40,101.87
83,M,fisher,2368.68,40,100.16
83,F,craftsman,4537.68,40,100.05
83,M,civil servant,5328.49,39,101.77
83,F,craftsman,4576.05,39,100.04
83,F,service provider,5700.72,39,101.86
83,F,fisher,2290.61,39,100.14
83,M,homemaker,-37.04,39,100.00
83,F,fisher,2144.42,39,100.04
83,F,fisher,2171.09,39,100.03
83,M,fisher,2289.22,39,100.10
83,F,craftsman,4292.98,38,99.98
83,F,craftsman,4202.81,38,99.95
83,M,fisher,2139.51,38,100.04
83,F,farmer,1617.61,38,99.39
83,M,homemaker,-26.11,38,100.00
83,F,civil servant,5223.36,38,101.66
83,F,service provider,5406.83,38,101.78
83,M,farmer,1709.96,38,99.46
83,M,farmer,1568.18,38,99.37
83,F,civil servant,5476.87,38,101.77
83,M,fisher,2093.45,37,99.95
83,F,fisher,2165.60,37,99.97
83,M,service provider,5442.13,37,101.75
83,F,fisher,2008.93,37,99.90
83,M,fisher,2161.86,37,99.98
83,F,homemaker,-17.39,37,100.00
83,M,craftsman,3919.32,37,99.73
83,F,service provider,5035.20,37,101.68
83,M,homemaker,-16.67,37,100.00
83,M,craftsman,3842.71,36,99.79
83,F,fisher,2014.28,36,99.86
83,M,farmer,1599.87,36,99.28
83,M,farmer,1543.92,36,99.23
83,M,fisher,1925.33,36,99.83
83,M,homemaker,-6.96,36,100.00
83,M,fisher,1966.04,36,99.80
83,M,civil servant,4973.14,36,101.63
83,M,craftsman,4177.01,36,99.88
83,F,civil servant,4766.48,35,101.54
83,F,farmer,1384.08,35,98.92
83,F,craftsman,4058.14,35,99.81
83,M,unemployed,2.14,35,80.00
83,M,craftsman,3850.10,35,99.74
83,M,civil servant,4645.66,35,101.54
83,F,homemaker,2.11,35,100.00
83,F,homemaker,2.17,35,100.00
83,F,homemaker,12.07,34,100.00
83,M,civil servant,4760.17,34,101.54
83,F,unemployed,11.76,34,80.00
83,M,farmer,1496.32,34,99.11
83,F,civil servant,4548.28,34,101.48
83,F,homemaker,12.15,34,100.00
83,F,civil servant,4552.11,34,101.48
83,M,service provider,4734.90,33,101.50
83,M,farmer,1442.50,33,99.02
83,F,craftsman,3683.27,33,99.64
83,M,civil servant,4709.70,33,101.50
83,M,craftsman,3557.50,33,99.62
83,M,service provider,4740.87,33,101.49
83,M,homemaker,29.48,32,100.00
83,F,farmer,1394.06,32,98.88
83,M,civil servant,4601.75,32,101.42
83,F,farmer,1404.18,32,98.87
83,M,farmer,1335.28,32,98.85
83,M,service provider,4213.64,32,101.37
83,M,service provider,4254.77,31,101.34
83,M,fisher,1651.45,31,99.38
83,F,farmer,1246.45,31,98.61
83,X,unemployed,37.31,31,80.00
83,F,craftsman,3342.26,31,99.45
83,F,farmer,1251.37,31,98.65
83,M,craftsman,3458.12,31,99.53
83,F,unemployed,43.88,30,80.00
83,F,fisher,1566.77,30,99.27
83,M,homemaker,45.19,30,100.00
83,M,fisher,1669.86,30,99.36
83,M,homemaker,43.82,30,100.00
83,F,craftsman,3289.12,30,99.43
83,X,homemaker,42.44,30,100.00
83,M,service provider,4074.22,29,101.18
83,F,craftsman,3071.86,29,99.31
83,M,craftsman,3329.41,29,99.41
83,X,homemaker,49.22,29,100.00
83,M,craftsman,3054.65,29,99.28
83,F,farmer,1166.11,29,98.37
83,M,fisher,1591.23,29,99.21
83,F,unemployed,49.15,29,80.00
83,M,farmer,1219.41,29,98.46
83,F,farmer,1200.02,28,98.42
83,M,civil servant,4044.61,28,101.16
83,F,service provider,3781.25,28,101.10
83,F,service provider,4017.86,28,101.14
83,M,craftsman,3041.09,28,99.24
83,F,homemaker,60.47,28,100.00
83,X,unemployed,56.53,28,80.01
83,F,farmer,1187.04,27,98.23
83,X,fisher,1499.03,27,99.02
83,M,service provider,3906.34,27,101.09
83,M,craftsman,2878.49,27,99.14
83,F,homemaker,62.98,27,100.00
83,F,farmer,1147.46,27,98.19
83,F,farmer,1180.76,27,98.22
83,F,farmer,1103.69,26,98.07
83,F,homemaker,70.81,26,100.00
83,F,fisher,1408.26,26,98.92
83,F,craftsman,2775.13,26,99.03
83,M,fisher,1461.73,26,98.91
83,F,service provider,3642.94,26,101.00
83,M,farmer,1133.89,26,98.06
83,M,farmer,1091.70,26,97.92
83,M,unemployed,76.81,25,80.08
83,M,homemaker,77.63,25,100.00
83,F,fisher,1397.83,25,98.81
83,F,fisher,1378.43,25,98.80
83,F,service provider,3346.40,25,100.89
83,M,unemployed,75.85,25,80.08
83,M,service provider,3545.09,25,100.94
83,F,homemaker,80.00,24,100.00
83,M,fisher,1362.95,24,98.73
83,F,craftsman,2605.01,24,98.88
83,X,unemployed,85.90,24,80.16
83,M,unemployed,85.79,24,80.16
83,M,civil servant,3326.02,24,100.79
83,F,civil servant,3059.31,23,100.67
83,F,homemaker,88.02,23,100.00
83,M,farmer,1004.67,23,97.34
83,M,unemployed,82.82,23,80.31
83,M,service provider,3260.51,23,100.75
83,M,unemployed,82.46,23,80.31
83,M,unemployed,85.77,23,80.31
83,M,homemaker,92.96,22,100.00
83,M,civil servant,3137.92,22,100.63
83,F,fisher,1296.53,22,98.54
83,M,fisher,1290.19,22,98.52
83,M,farmer,931.76,22,97.06
83,X,service provider,3141.98,22,100.69
83,M,fisher,1167.77,21,98.37
83,M,craftsman,2270.53,21,98.60
83,F,civil servant,2945.87,21,100.56
83,F,farmer,922.12,21,97.40
83,F,unemployed,96.71,21,81.25
83,F,fisher,1149.25,21,98.35
83,F,unemployed,96.77,20,82.50
83,M,homemaker,96.18,20,100.00
83,F,farmer,873.85,20,97.28
83,M,fisher,1165.86,20,98.40
83,M,homemaker,92.09,20,100.00
83,F,service provider,2877.64,20,100.49
83,M,craftsman,2181.50,19,100.02
83,M,craftsman,2292.00,19,100.09
83,F,homemaker,100.81,19,100.00
83,X,unemployed,99.07,19,85.00
83,M,fisher,1105.74,19,98.53
83,F,fisher,1093.10,19,98.43
83,M,service provider,2586.18,19,100.31
83,M,fisher,1116.37,19,98.53
83,F,farmer,791.19,18,97.86
83,F,homemaker,99.41,18,100.00
83,X,homemaker,97.15,18,100.00
83,F,fisher,1002.25,18,98.81
83,M,farmer,777.99,18,97.73
83,F,unemployed,96.93,18,90.00
83,M,fisher,1033.67,18,98.88
83,M,child,0.00,17,100.00
83,M,child,0.00,17,100.00
83,F,child,0.00,17,100.00
83,M,child,0.00,17,100.00
83,F,child,0.00,17,100.00
83,M,child,0.00,17,100.00
83,M,child,0.00,17,100.00
83,M,child,0.00,17,100.00
83,F,child,0.00,16,100.00
83,F,child,0.00,16,100.00
83,M,child,0.00,16,100.00
83,F,child,0.00,16,100.00
83,M,child,0.00,16,100.00
83,F,child,0.00,16,100.00
83,M,child,0.00,16,100.00
83,M,child,0.00,15,100.00
83,M,child,0.00,15,100.00
83,M,child,0.00,15,100.00
83,F,child,0.00,15,100.00
83,M,child,0.00,15,100.00
83,X,child,0.00,15,100.00
83,F,child,0.00,15,100.00
83,M,child,0.00,14,100.00
83,M,child,0.00,14,100.00
83,M,child,0.00,14,100.00
83,M,child,0.00,14,100.00
83,F,child,0.00,14,100.00
83,F,child,0.00,14,100.00
83,F,child,0.00,14,100.00
83,M,child,0.00,13,100.00
83,M,child,0.00,13,100.00
83,M,child,0.00,13,100.00
83,M,child,0.00,13,100.00
83,M,child,0.00,13,100.00
83,M,child,0.00,13,100.00
83,M,child,0.00,12,100.00
83,M,child,0.00,12,100.00
83,F,child,0.00,12,100.00
83,F,child,0.00,12,100.00
83,F,child,0.00,12,100.00
83,F,child,0.00,12,100.00
83,F,child,0.00,11,100.00
83,M,child,0.00,11,100.00
83,M,child,0.00,11,100.00
83,F,child,0.00,11,100.00
83,M,child,0.00,11,100.00
83,M,child,0.00,11,100.00
83,M,child,0.00,10,100.00
83,M,child,0.00,10,100.00
83,M,child,0.00,10,100.00
83,F,child,0.00,10,100.00
83,M,child,0.00,10,100.00
83,X,child,0.00,10,100.00
83,M,child,0.00,9,100.00
83,F,child,0.00,9,100.00
83,F,child,0.00,9,100.00
83,F,child,0.00,9,100.00
83,F,child,0.00,8,100.00
83,F,child,0.00,8,100.00
83,F,child,0.00,8,100.00
83,F,child,0.00,7,100.00
83,M,child,0.00,7,100.00
83,M,child,0.00,7,100.00
83,M,child,0.00,7,100.00
83,M,child,0.00,6,100.00
83,F,child,0.00,6,100.00
83,F,child,0.00,6,100.00
83,F,child,0.00,6,100.00
83,F,child,0.00,6,100.00
83,M,child,0.00,5,100.00
83,M,child,0.00,5,100.00
83,M,child,0.00,5,100.00
83,F,child,0.00,5,100.00
83,X,child,0.00,4,100.00
83,M,child,0.00,4,100.00
83,F,child,0.00,4,100.00
83,F,child,0.00,3,100.00
83,M,child,0.00,3,100.00
83,M,child,0.00,3,100.00
83,F,child,0.00,2,100.00
83,F,child,0.00,2,100.00
83,F,child,0.00,2,100.00
83,X,child,0.00,1,100.00
83,F,child,0.00,1,100.00
83,F,child,0.00,1,100.00
83,F,child,0.00,1,100.00
83,F,child,0.00,0,100.00
83,F,child,0.00,0,100.00
83,F,child,0.00,0,100.00
83,F,child,0.00,0,100.00
83,M,child,0.00,0,100.00
83,M,child,0.00,0,100.00
84,M,retired,-1565.49,75,90.00
84,F,retired,2166.07,74,109.96
84,M,retired,4413.64,74,101.31
84,F,retired,5393.19,73,111.69
84,M,retired,2105.83,73,109.84
84,M,retired,1765.31,72,99.39
84,F,retired,-1247.97,72,90.00
84,F,retired,2060.21,72,109.80
84,M,retired,630.87,72,100.00
84,F,retired,4025.57,71,111.19
84,F,retired,4944.86,71,111.57
84,F,retired,1891.31,70,99.53
84,M,retired,-1133.26,70,100.00
84,M,retired,-1135.41,70,100.00
84,X,retired,3891.26,70,111.20
84,M,retired,834.43,69,106.25
84,F,retired,3738.01,69,101.36
84,F,retired,-1059.47,69,90.00
84,M,retired,4515.13,69,101.74
84,F,retired,4484.41,69,101.71
84,F,retired,4401.31,69,111.68
84,F,retired,1526.10,68,98.57
84,F,retired,4707.34,68,112.13
84,F,retired,-901.89,68,90.00
84,F,retired,1556.59,68,98.58
84,M,retired,1843.47,68,109.11
84,M,retired,1942.09,68,109.17
84,F,retired,-841.74,67,100.00
84,M,retired,-827.21,67,97.50
84,M,retired,1529.81,67,98.07
84,F,retired,1906.97,67,108.59
84,F,retired,1438.94,67,97.98
84,F,retired,2897.85,67,110.07
84,F,retired,4318.72,66,101.67
84,F,retired,-788.85,66,95.00
84,F,retired,3302.15,66,99.30
84,F,retired,3249.23,66,110.51
84,M,retired,3420.51,66,109.34
84,F,retired,4478.55,66,111.72
84,F,retired,4292.24,66,111.67
84,M,retired,1443.21,65,94.96
84,M,retired,3287.26,65,107.22
84,M,retired,1753.98,65,105.43
84,M,retired,1385.21,65,104.86
84,F,retired,1451.36,65,104.97
84,M,retired,-756.56,65,90.00
84,F,retired,4065.78,65,109.56
84,F,retired,-761.22,65,80.00
84,M,homemaker,-691.79,64,90.00
84,F,farmer,3817.14,64,91.06
84,F,farmer,3748.43,64,100.99
84,F,craftsman,8762.41,64,93.07
84,M,farmer,3988.98,64,91.09
84,F,homemaker,-684.41,64,90.00
84,F,craftsman,9173.47,64,103.13
84,F,service provider,11067.71,64,105.37
84,F,farmer,3929.99,64,91.07
84,F,craftsman,9134.58,63,93.08
84,F,fisher,5180.88,63,101.51
84,F,fisher,5195.66,63,101.52
84,M,homemaker,-639.70,63,100.00
84,F,homemaker,-623.75,63,90.00
84,M,fisher,5199.11,63,101.54
84,M,fisher,5222.56,63,101.53
84,M,fisher,4928.35,63,91.46
84,M,fisher,4888.66,62,91.44
84,M,craftsman,8888.90,62,103.03
84,M,fisher,5145.75,62,101.47
84,M,craftsman,8556.66,62,93.01
84,M,homemaker,-575.49,62,90.00
84,M,homemaker,-590.71,62,100.00
84,M,fisher,4818.84,62,91.44
84,M,civil servant,10841.03,62,95.30
84,M,craftsman,8467.87,62,103.00
84,M,civil servant,10504.54,61,95.27
84,M,fisher,4765.50,61,101.40
84,F,fisher,4929.08,61,101.42
84,F,homemaker,-544.48,61,100.00
84,M,craftsman,8374.52,61,102.96
84,F,service provider,10160.29,61,105.26
84,F,farmer,3722.65,61,90.92
84,M,service provider,10254.11,61,105.24
84,X,civil servant,10322.24,60,95.24
84,M,fisher,4658.50,60,101.36
84,F,homemaker,-532.70,60,90.00
84,M,farmer,3446.50,60,90.82
84,F,craftsman,8124.09,60,102.93
84,F,farmer,3478.30,60,90.87
84,F,fisher,3653.15,60,100.76
84,F,farmer,3490.46,60,90.85
84,F,fisher,4640.88,59,91.32
84,X,fisher,4883.82,59,101.38
84,F,homemaker,-461.51,59,90.00
84,F,farmer,3484.79,59,100.82
84,M,fisher,4610.68,59,101.33
84,F,service provider,9949.84,59,95.17
84,M,fisher,4559.36,59,101.28
84,F,homemaker,-457.44,58,100.00
84,F,service provider,9708.71,58,95.14
84,M,farmer,3494.85,58,100.81
84,M,unemployed,-431.67,58,80.00
84,M,farmer,3581.04,58,90.81
84,F,craftsman,7376.73,58,102.53
84,M,service provider,9569.80,58,95.13
84,F,homemaker,-449.41,58,90.00
84,F,farmer,3324.43,58,100.68
84,F,farmer,3306.26,57,90.72
84,M,farmer,3467.67,57,90.76
84,X,homemaker,-393.12,57,100.00
84,M,fisher,4402.01,57,101.19
84,F,craftsman,7698.24,57,102.56
84,M,craftsman,7670.05,57,102.58
84,F,service provider,9641.85,57,95.13
84,M,homemaker,-396.29,57,90.00
84,M,craftsman,7575.14,56,101.92
84,F,farmer,3351.30,56,100.68
84,M,craftsman,7128.40,56,92.18
84,M,unemployed,-379.07,56,70.00
84,F,homemaker,-360.59,56,100.00
84,F,fisher,4364.78,56,101.21
84,F,farmer,3212.54,56,90.66
84,M,civil servant,8661.44,56,104.99
84,F,fisher,4029.55,55,91.09
84,M,civil servant,9012.12,55,95.00
84,F,homemaker,-331.79,55,90.00
84,F,civil servant,8540.41,55,94.95
84,F,farmer,3287.16,55,90.64
84,M,fisher,3780.23,55,100.95
84,F,service provider,8659.39,55,104.98
84,M,farmer,3030.08,55,90.56
84,M,farmer,3039.55,54,90.49
84,M,farmer,3197.51,54,90.63
84,M,craftsman,5159.37,54,90.97
84,M,fisher,4019.40,54,101.02
84,M,fisher,4221.21,54,101.10
84,M,farmer,2964.63,54,90.53
84,F,craftsman,5432.06,54,101.02
84,M,fisher,4035.58,54,101.07
84,F,civil servant,8228.90,53,104.90
84,F,fisher,3874.95,53,100.99
84,F,homemaker,-299.89,53,100.00
84,F,homemaker,-291.76,53,90.00
84,F,fisher,4191.18,53,101.05
84,M,craftsman,6605.90,53,101.39
84,X,service provider,8014.62,53,104.87
84,M,homemaker,-276.68,52,90.00
84,F,fisher,4029.04,52,101.03
84,M,homemaker,-254.77,52,100.00
84,F,farmer,2817.22,52,90.34
84,F,homemaker,-276.97,52,100.00
84,F,craftsman,5177.27,52,91.00
84,F,civil servant,7839.73,51,104.71
84,M,craftsman,6449.63,51,91.33
84,M,craftsman,6361.90,51,101.31
84,M,service provider,8025.88,51,104.81
84,F,homemaker,-235.05,51,100.00
84,F,homemaker,-229.95,51,100.00
84,F,service provider,7698.13,51,104.77
84,F,service provider,7719.94,50,104.53
84,M,homemaker,-223.93,50,90.00
84,M,civil servant,7315.77,50,104.45
84,M,fisher,3650.55,50,100.88
84,M,craftsman,6097.95,50,91.27
84,M,homemaker,-207.90,50,90.00
84,F,fisher,3659.01,50,90.84
84,F,homemaker,-194.24,49,100.00
84,M,fisher,3649.95,49,100.82
84,M,service provider,7798.72,49,94.51
84,M,service provider,7393.29,49,93.82
84,F,unemployed,-202.07,49,80.00
84,M,craftsman,5625.88,48,101.16
84,X,service provider,7064.96,48,103.75
84,M,fisher,3589.90,48,90.78
84,F,craftsman,5965.56,48,91.21
84,F,fisher,3475.57,48,90.77
84,F,fisher,3365.61,48,100.74
84,M,fisher,3352.39,48,100.60
84,M,fisher,3162.19,48,100.54
84,M,homemaker,-168.40,48,100.00
84,F,service provider,6648.74,48,92.08
84,F,homemaker,-172.83,48,100.00
84,F,craftsman,5594.03,47,101.07
84,M,farmer,2557.02,47,90.15
84,F,service provider,7087.35,47,103.43
84,M,craftsman,5715.71,47,101.10
84,F,farmer,2106.97,47,89.70
84,F,craftsman,5516.33,47,101.06
84,M,homemaker,-148.32,47,100.00
84,F,fisher,3268.45,47,100.65
84,F,fisher,3575.30,47,100.74
84,F,farmer,2662.22,47,100.22
84,F,fisher,3416.54,47,100.69
84,M,craftsman,5717.07,47,101.10
84,F,craftsman,5418.94,46,101.05
84,M,service provider,6320.59,46,92.00
84,M,craftsman,5655.54,46,101.07
84,F,farmer,2583.66,46,100.12
84,M,fisher,3220.89,46,100.59
84,F,homemaker,-134.82,46,90.00
84,M,civil servant,7181.92,46,103.41
84,F,farmer,2359.88,46,100.01
84,M,unemployed,-128.26,46,70.00
84,F,unemployed,-129.48,46,80.00
84,F,fisher,3157.20,46,100.58
84,M,farmer,2376.18,45,89.98
84,M,fisher,3354.97,45,100.63
84,F,craftsman,5304.24,45,101.01
84,M,farmer,2308.61,45,89.98
84,M,craftsman,5096.99,45,90.96
84,X,farmer,2403.57,45,100.02
84,F,craftsman,5296.08,45,100.97
84,F,farmer,2444.17,45,90.06
84,M,farmer,2476.99,45,90.01
84,F,craftsman,5344.79,45,101.00
84,F,craftsman,5169.55,44,100.94
84,M,fisher,3006.06,44,100.46
84,F,fisher,3107.78,44,100.50
84,M,farmer,2250.19,44,89.89
84,F,civil servant,6137.29,44,101.97
84,F,service provider,6282.24,44,102.01
84,F,craftsman,5254.73,44,100.97
84,M,farmer,2275.06,44,89.90
84,F,farmer,2202.62,43,89.82
84,F,farmer,2236.01,43,89.88
84,M,craftsman,4851.84,43,100.87
84,F,civil servant,6431.31,43,101.99
84,F,civil servant,6565.73,43,92.02
84,F,service provider,5834.44,43,91.83
84,F,homemaker,-84.39,43,100.00
84,M,homemaker,-86.33,43,100.00
84,M,fisher,2900.39,42,100.38
84,F,farmer,2241.78,42,99.79
84,M,farmer,2199.42,42,89.80
84,M,service provider,6311.65,42,91.96
84,M,homemaker,-77.78,42,100.00
84,M,service provider,5787.29,42,101.90
84,F,farmer,2265.83,42,89.80
84,M,fisher,2837.50,41,100.35
84,X,homemaker,-66.36,41,100.00
84,F,homemaker,-60.69,41,100.00
84,F,farmer,2132.53,41,89.71
84,M,farmer,2232.28,41,89.80
84,X,civil servant,5951.92,41,91.87
84,M,fisher,2918.26,41,100.36
84,F,craftsman,4902.77,41,100.79
84,M,civil servant,5430.63,40,101.74
84,F,craftsman,4572.86,40,100.73
84,F,service provider,5846.46,40,101.85
84,F,fisher,2810.64,40,90.31
84,M,homemaker,-53.80,40,100.00
84,F,fisher,2725.77,40,100.23
84,F,fisher,2688.44,40,100.21
84,M,fisher,2704.10,40,100.25
84,F,craftsman,4347.71,39,100.65
84,F,craftsman,4290.33,39,100.62
84,M,fisher,2722.02,39,100.23
84,F,farmer,2007.79,39,99.56
84,M,homemaker,-40.66,39,100.00
84,F,civil servant,5108.11,39,101.64
84,F,service provider,5291.79,39,91.72
84,M,farmer,2113.97,39,89.66
84,M,farmer,2014.11,39,89.55
84,F,civil servant,5519.91,39,91.76
84,M,fisher,2615.85,38,100.14
84,F,fisher,2645.62,38,100.16
84,M,service provider,5389.41,38,91.73
84,F,fisher,2572.74,38,100.10
84,M,fisher,2558.33,38,100.13
84,F,homemaker,-29.13,38,100.00
84,M,craftsman,3813.13,38,100.40
84,F,service provider,5596.40,38,91.73
84,M,homemaker,-30.52,38,90.00
84,M,craftsman,4267.33,37,100.54
84,F,fisher,2445.80,37,100.02
84,M,farmer,1886.93,37,89.43
84,M,farmer,1833.41,37,89.37
84,M,fisher,2676.33,37,90.10
84,M,homemaker,-21.32,37,100.00
84,M,fisher,2566.61,37,100.04
84,M,civil servant,5229.21,37,91.64
84,M,craftsman,4223.67,37,100.57
84,F,civil servant,5275.13,36,91.60
84,F,farmer,1706.23,36,89.12
