year,sex,profession,income,ethnicity
74,F,farmer,3112.18,arcadian
74,M,service provider,7406.44,hyperborean
74,X,civil servant,7295.90,arcadian
74,M,fisher,3107.66,hyperborean
74,F,homemaker,-198.77,arcadian
74,M,farmer,3054.26,arcadian
74,F,craftsman,6275.06,hyperborean
74,F,farmer,2873.65,arcadian
74,F,fisher,2002.24,atlantean
74,F,farmer,2867.19,arcadian
74,F,fisher,2955.86,arcadian
74,X,fisher,3009.50,atlantean
74,F,homemaker,-184.28,arcadian
74,F,farmer,2830.37,hyperborean
74,M,fisher,2899.92,hyperborean
74,F,service provider,6960.63,arcadian
74,M,fisher,3089.11,atlantean
74,F,homemaker,-160.65,hyperborean
74,F,service provider,7304.54,arcadian
74,M,farmer,2805.54,atlantean
74,M,unemployed,-159.17,atlantean
74,M,farmer,2801.34,arcadian
74,F,craftsman,5575.83,hyperborean
74,M,service provider,7097.92,arcadian
74,F,homemaker,-153.99,arcadian
74,F,farmer,2729.11,atlantean
74,F,farmer,2665.37,arcadian
74,M,farmer,2744.69,arcadian
74,X,homemaker,-142.79,atlantean
74,M,fisher,2694.30,hyperborean
74,F,craftsman,5459.78,hyperborean
74,M,craftsman,5391.05,atlantean
74,F,service provider,7055.49,arcadian
74,M,homemaker,-141.24,arcadian
74,M,craftsman,5209.07,hyperborean
74,F,farmer,2592.82,hyperborean
74,M,craftsman,5584.34,arcadian
74,M,unemployed,-118.19,arcadian
74,F,homemaker,-113.45,atlantean
74,F,fisher,2829.78,atlantean
74,F,farmer,2601.67,arcadian
74,M,civil servant,6640.85,atlantean
74,F,fisher,2569.35,arcadian
74,M,civil servant,6337.94,arcadian
74,F,homemaker,-103.75,arcadian
74,F,civil servant,6225.88,arcadian
74,F,farmer,2504.14,arcadian
74,M,fisher,2486.27,atlantean
74,F,service provider,6732.62,atlantean
74,M,farmer,2514.33,arcadian
74,M,farmer,2460.26,arcadian
74,M,farmer,2408.11,arcadian
74,M,craftsman,3908.75,arcadian
74,M,fisher,2386.33,atlantean
74,M,fisher,2664.63,atlantean
74,M,farmer,2545.64,arcadian
74,F,craftsman,3984.35,hyperborean
74,M,fisher,2443.08,atlantean
74,F,civil servant,6152.11,atlantean
74,F,fisher,2570.59,atlantean
74,F,homemaker,-70.98,atlantean
74,F,homemaker,-70.06,arcadian
74,F,fisher,2562.81,atlantean
74,M,craftsman,4704.58,hyperborean
74,X,service provider,6035.33,atlantean
74,M,homemaker,-55.93,arcadian
74,F,fisher,2318.50,atlantean
74,M,homemaker,-51.93,atlantean
74,F,farmer,2315.33,arcadian
74,F,homemaker,-54.94,atlantean
74,F,craftsman,4180.54,arcadian
74,F,civil servant,5614.14,atlantean
74,M,craftsman,4832.67,arcadian
74,M,craftsman,4740.11,atlantean
74,M,service provider,5922.51,atlantean
74,F,homemaker,-41.15,hyperborean
74,F,homemaker,-40.27,atlantean
74,F,service provider,5842.34,atlantean
74,F,service provider,5523.60,atlantean
74,M,homemaker,-25.41,arcadian
74,M,civil servant,5841.88,atlantean
74,M,fisher,2353.90,atlantean
74,M,craftsman,4607.11,arcadian
74,M,homemaker,-27.04,arcadian
74,F,fisher,2280.08,arcadian
74,F,homemaker,-13.71,atlantean
74,M,fisher,2183.25,atlantean
74,M,service provider,5415.68,arcadian
74,M,service provider,5199.81,arcadian
74,F,unemployed,-13.82,hyperborean
74,M,craftsman,4254.42,atlantean
74,X,service provider,5414.76,atlantean
74,M,fisher,2128.23,arcadian
74,F,craftsman,4425.65,arcadian
74,F,fisher,2169.71,arcadian
74,F,fisher,2224.05,atlantean
74,M,fisher,1915.99,atlantean
74,M,fisher,1988.19,atlantean
74,M,homemaker,-2.79,hyperborean
74,F,service provider,4762.83,arcadian
74,F,homemaker,-2.69,atlantean
74,F,craftsman,3960.73,hyperborean
74,M,farmer,2091.77,arcadian
74,F,service provider,5089.19,hyperborean
74,M,craftsman,3911.14,hyperborean
74,F,farmer,1678.52,arcadian
74,F,craftsman,3991.11,hyperborean
74,M,homemaker,8.78,atlantean
74,F,fisher,2137.14,atlantean
74,F,fisher,2007.27,atlantean
74,F,farmer,1952.02,hyperborean
74,F,fisher,2066.54,atlantean
74,M,craftsman,3970.73,hyperborean
74,F,craftsman,4084.12,atlantean
74,M,service provider,4620.24,arcadian
74,M,craftsman,3829.25,hyperborean
74,F,farmer,1919.80,atlantean
74,M,fisher,2056.30,atlantean
74,F,homemaker,19.36,arcadian
74,M,civil servant,4843.25,atlantean
74,F,farmer,1936.39,hyperborean
74,M,unemployed,18.99,arcadian
74,F,unemployed,20.06,hyperborean
74,F,fisher,2009.47,atlantean
74,M,farmer,1845.59,arcadian
74,M,fisher,1968.08,atlantean
74,F,craftsman,3794.37,hyperborean
74,M,farmer,1949.52,arcadian
74,M,craftsman,3782.47,arcadian
74,X,farmer,1887.48,hyperborean
74,F,craftsman,3674.15,hyperborean
74,F,farmer,1895.04,arcadian
74,M,farmer,1997.35,arcadian
74,F,craftsman,3784.08,atlantean
74,F,craftsman,3739.50,hyperborean
74,M,fisher,1810.01,hyperborean
74,F,fisher,1823.73,hyperborean
74,M,farmer,1822.05,arcadian
74,F,civil servant,4810.02,atlantean
74,F,service provider,4719.04,atlantean
74,F,craftsman,3649.59,hyperborean
74,M,farmer,1845.32,arcadian
74,F,farmer,1707.70,arcadian
74,F,farmer,1878.93,arcadian
74,M,craftsman,3568.85,hyperborean
74,F,civil servant,4252.14,hyperborean
74,F,civil servant,4547.41,arcadian
74,F,service provider,4190.58,arcadian
74,F,homemaker,41.14,atlantean
74,M,homemaker,42.27,hyperborean
74,M,fisher,1699.72,atlantean
74,F,farmer,1806.78,hyperborean
74,M,farmer,1784.42,arcadian
74,M,service provider,4260.81,arcadian
74,M,homemaker,44.26,atlantean
74,M,service provider,4478.85,atlantean
74,F,farmer,1738.34,arcadian
74,M,fisher,1695.60,atlantean
74,X,homemaker,51.61,atlantean
74,F,homemaker,54.43,atlantean
74,F,farmer,1651.57,arcadian
74,M,farmer,1746.48,arcadian
74,X,civil servant,4230.71,arcadian
74,M,fisher,1664.47,atlantean
74,F,craftsman,3509.33,hyperborean
74,M,civil servant,3995.42,hyperborean
74,F,craftsman,3299.78,hyperborean
74,F,service provider,4167.21,hyperborean
74,F,fisher,1637.53,arcadian
74,M,homemaker,56.46,atlantean
74,F,fisher,1667.23,hyperborean
74,F,fisher,1609.47,hyperborean
74,M,fisher,1633.14,atlantean
74,F,craftsman,3021.13,hyperborean
74,F,craftsman,3140.21,hyperborean
74,M,fisher,1519.33,atlantean
74,F,farmer,1494.33,hyperborean
74,M,homemaker,64.84,atlantean
74,F,civil servant,3817.26,atlantean
74,F,service provider,4063.49,arcadian
74,M,farmer,1607.73,arcadian
74,M,farmer,1500.73,arcadian
74,F,civil servant,3908.47,arcadian
74,M,fisher,1593.23,atlantean
74,F,fisher,1523.75,atlantean
74,M,service provider,3710.69,arcadian
74,F,fisher,1497.98,hyperborean
74,M,fisher,1592.21,atlantean
74,F,homemaker,65.71,atlantean
74,M,craftsman,2829.74,atlantean
74,F,service provider,3808.13,arcadian
74,M,homemaker,65.57,arcadian
74,M,craftsman,2767.23,hyperborean
74,F,fisher,1398.53,atlantean
74,M,farmer,1524.29,arcadian
74,M,farmer,1472.53,arcadian
74,M,fisher,1498.57,arcadian
74,M,homemaker,70.20,hyperborean
74,M,fisher,1485.66,atlantean
74,M,civil servant,3725.44,arcadian
74,M,craftsman,2840.80,hyperborean
74,F,civil servant,3478.78,arcadian
74,F,farmer,1337.09,arcadian
74,F,craftsman,2878.37,hyperborean
74,M,unemployed,74.16,hyperborean
74,M,craftsman,2716.40,atlantean
74,M,civil servant,3435.44,atlantean
74,F,homemaker,75.73,hyperborean
74,F,homemaker,73.89,arcadian
74,F,homemaker,77.45,arcadian
74,M,civil servant,3493.66,arcadian
74,F,unemployed,81.30,atlantean
74,M,farmer,1356.05,arcadian
74,F,civil servant,3424.79,arcadian
74,F,homemaker,78.08,atlantean
74,F,civil servant,3255.17,atlantean
74,M,service provider,3356.93,hyperborean
74,M,farmer,1322.11,arcadian
74,F,craftsman,2685.87,hyperborean
74,M,civil servant,3103.72,arcadian
74,M,craftsman,2686.07,hyperborean
74,M,service provider,3273.52,atlantean
74,M,homemaker,88.58,arcadian
74,F,farmer,1220.99,atlantean
74,M,civil servant,2966.93,hyperborean
74,F,farmer,1315.87,arcadian
74,M,farmer,1242.85,arcadian
74,M,service provider,2985.85,arcadian
74,M,service provider,2953.85,hyperborean
74,M,fisher,1174.97,hyperborean
74,F,farmer,1258.29,arcadian
74,X,unemployed,86.08,atlantean
74,F,craftsman,2343.06,arcadian
74,F,farmer,1190.34,arcadian
74,M,craftsman,2306.12,atlantean
74,F,unemployed,85.65,hyperborean
74,F,fisher,1209.14,atlantean
74,M,homemaker,85.76,atlantean
74,M,fisher,1158.53,atlantean
74,M,homemaker,92.42,hyperborean
74,F,craftsman,2178.05,hyperborean
74,X,homemaker,89.89,arcadian
74,M,service provider,2821.69,arcadian
74,F,craftsman,2202.61,arcadian
74,M,craftsman,2114.23,atlantean
74,X,homemaker,88.20,atlantean
74,M,craftsman,2156.55,hyperborean
74,F,farmer,1124.05,arcadian
74,M,fisher,1107.84,arcadian
74,F,unemployed,91.22,arcadian
74,M,farmer,1060.54,arcadian
74,F,farmer,1072.20,arcadian
74,M,civil servant,2652.27,atlantean
74,F,service provider,2542.10,atlantean
74,F,service provider,2490.00,arcadian
74,M,craftsman,2102.81,hyperborean
74,F,homemaker,93.10,atlantean
74,X,unemployed,98.15,atlantean
74,F,farmer,1014.70,arcadian
74,X,fisher,1010.53,atlantean
74,M,service provider,2432.97,arcadian
74,M,craftsman,1954.99,arcadian
74,F,homemaker,96.74,hyperborean
74,F,farmer,1037.04,arcadian
74,F,farmer,982.08,atlantean
74,F,child,0.00,hyperborean
74,F,child,0.00,hyperborean
74,F,child,0.00,hyperborean
74,F,child,0.00,atlantean
74,M,child,0.00,arcadian
74,F,child,0.00,atlantean
74,M,child,0.00,arcadian
74,M,child,0.00,atlantean
74,M,child,0.00,atlantean
74,M,child,0.00,arcadian
74,F,child,0.00,arcadian
74,F,child,0.00,arcadian
74,F,child,0.00,hyperborean
74,M,child,0.00,arcadian
74,M,child,0.00,atlantean
74,F,child,0.00,atlantean
74,M,child,0.00,atlantean
74,F,child,0.00,atlantean
74,X,child,0.00,atlantean
74,M,child,0.00,arcadian
74,M,child,0.00,arcadian
74,F,child,0.00,hyperborean
74,F,child,0.00,arcadian
74,M,child,0.00,arcadian
74,M,child,0.00,arcadian
74,M,child,0.00,hyperborean
74,M,child,0.00,atlantean
74,M,child,0.00,arcadian
74,M,child,0.00,hyperborean
74,M,child,0.00,hyperborean
74,F,child,0.00,atlantean
74,M,child,0.00,hyperborean
74,M,child,0.00,atlantean
74,X,child,0.00,hyperborean
74,M,child,0.00,hyperborean
74,M,child,0.00,arcadian
74,F,child,0.00,arcadian
74,F,child,0.00,atlantean
74,F,child,0.00,atlantean
74,F,child,0.00,atlantean
74,F,child,0.00,arcadian
74,M,child,0.00,arcadian
74,F,child,0.00,arcadian
74,M,child,0.00,atlantean
74,M,child,0.00,hyperborean
74,F,child,0.00,atlantean
74,M,child,0.00,hyperborean
74,M,child,0.00,atlantean
74,F,child,0.00,hyperborean
74,X,child,0.00,atlantean
74,M,child,0.00,arcadian
74,F,child,0.00,arcadian
74,M,child,0.00,hyperborean
74,M,child,0.00,atlantean
74,F,child,0.00,arcadian
74,F,child,0.00,atlantean
74,X,child,0.00,atlantean
74,F,child,0.00,atlantean
74,M,child,0.00,arcadian
74,F,child,0.00,atlantean
74,M,child,0.00,hyperborean
74,M,child,0.00,arcadian
74,M,child,0.00,arcadian
74,F,child,0.00,atlantean
74,M,child,0.00,hyperborean
74,F,child,0.00,arcadian
74,M,child,0.00,atlantean
74,M,child,0.00,hyperborean
74,M,child,0.00,hyperborean
74,F,child,0.00,atlantean
74,F,child,0.00,arcadian
74,M,child,0.00,atlantean
74,F,child,0.00,hyperborean
74,M,child,0.00,hyperborean
74,F,child,0.00,atlantean
74,M,child,0.00,arcadian
74,M,child,0.00,hyperborean
74,M,child,0.00,atlantean
74,M,child,0.00,atlantean
74,F,child,0.00,hyperborean
74,M,child,0.00,atlantean
74,X,child,0.00,arcadian
74,F,child,0.00,atlantean
74,M,child,0.00,arcadian
74,M,child,0.00,arcadian
74,M,child,0.00,atlantean
74,M,child,0.00,hyperborean
74,F,child,0.00,hyperborean
74,F,child,0.00,arcadian
74,F,child,0.00,arcadian
74,M,child,0.00,atlantean
74,M,child,0.00,atlantean
74,M,child,0.00,atlantean
74,M,child,0.00,hyperborean
74,M,child,0.00,hyperborean
74,M,child,0.00,atlantean
74,M,child,0.00,arcadian
74,M,child,0.00,atlantean
74,F,child,0.00,arcadian
74,F,child,0.00,atlantean
74,F,child,0.00,atlantean
74,F,child,0.00,hyperborean
74,F,child,0.00,hyperborean
74,M,child,0.00,atlantean
74,M,child,0.00,arcadian
74,F,child,0.00,arcadian
74,M,child,0.00,arcadian
74,M,child,0.00,atlantean
74,M,child,0.00,atlantean
74,M,child,0.00,arcadian
74,M,child,0.00,hyperborean
74,F,child,0.00,arcadian
74,M,child,0.00,arcadian
74,X,child,0.00,arcadian
74,M,child,0.00,atlantean
74,F,child,0.00,hyperborean
74,F,child,0.00,arcadian
74,F,child,0.00,arcadian
75,M,retired,4984.44,hyperborean
75,M,retired,1900.35,arcadian
75,M,retired,3603.55,atlantean
75,M,retired,1980.89,arcadian
75,M,retired,1390.23,arcadian
75,M,retired,1379.18,arcadian
75,F,retired,1550.50,arcadian
75,M,retired,-1211.98,arcadian
75,F,retired,4351.49,arcadian
75,F,retired,4232.69,atlantean
75,F,retired,-1128.42,hyperborean
75,M,retired,1789.32,hyperborean
75,M,retired,4147.18,hyperborean
75,F,retired,-1002.99,arcadian
75,M,retired,3261.28,arcadian
75,F,retired,-939.69,arcadian
75,F,retired,3147.83,atlantean
75,F,retired,1607.58,atlantean
75,M,retired,519.73,hyperborean
75,F,retired,-924.54,arcadian
75,F,retired,-897.43,arcadian
75,F,retired,2954.53,atlantean
75,F,retired,1577.37,atlantean
75,M,retired,1187.38,arcadian
75,F,retired,-870.13,arcadian
75,M,retired,-888.95,arcadian
75,F,retired,100.37,hyperborean
75,F,retired,3229.36,arcadian
75,F,retired,1717.17,hyperborean
75,M,retired,1390.45,hyperborean
75,M,retired,3386.61,arcadian
75,F,retired,1476.24,arcadian
75,F,civil servant,11086.49,atlantean
75,F,unemployed,-724.53,atlantean
75,M,farmer,4314.29,atlantean
75,M,fisher,5377.35,atlantean
75,M,craftsman,8949.21,hyperborean
75,M,farmer,4062.31,arcadian
75,F,civil servant,11454.16,atlantean
75,F,homemaker,-658.32,arcadian
75,F,fisher,5025.24,atlantean
75,M,service provider,11149.71,atlantean
75,M,fisher,4119.84,atlantean
75,F,service provider,11060.57,atlantean
75,X,fisher,5091.93,hyperborean
75,F,craftsman,8495.41,hyperborean
75,M,service provider,10883.62,arcadian
75,F,civil servant,10413.71,atlantean
75,F,service provider,10598.74,arcadian
75,F,civil servant,7466.23,atlantean
75,F,fisher,4857.36,atlantean
75,F,fisher,4986.02,arcadian
75,M,homemaker,-598.86,atlantean
75,M,homemaker,-610.93,atlantean
75,X,civil servant,10247.67,arcadian
75,F,farmer,4009.69,arcadian
75,X,craftsman,7981.18,hyperborean
75,M,craftsman,5860.68,atlantean
75,F,craftsman,7961.65,arcadian
75,F,homemaker,-519.11,arcadian
75,M,service provider,10154.18,arcadian
75,F,service provider,10025.13,arcadian
75,M,craftsman,7773.21,hyperborean
75,F,service provider,9934.59,hyperborean
75,F,farmer,3593.33,arcadian
75,F,fisher,4470.52,arcadian
75,F,civil servant,9763.42,atlantean
75,F,service provider,9827.46,atlantean
75,F,homemaker,-488.50,arcadian
75,F,farmer,3755.13,arcadian
75,M,fisher,4904.58,atlantean
75,M,fisher,4913.97,atlantean
75,F,homemaker,-456.73,atlantean
75,M,unemployed,-454.70,atlantean
75,M,farmer,3486.50,arcadian
75,F,fisher,4781.77,atlantean
75,F,fisher,4648.54,atlantean
75,F,farmer,3531.80,arcadian
75,F,craftsman,6942.57,atlantean
75,F,civil servant,9123.73,arcadian
75,F,unemployed,-421.81,atlantean
75,F,craftsman,7496.55,arcadian
75,F,craftsman,7686.12,hyperborean
75,M,craftsman,7518.14,hyperborean
75,F,civil servant,9387.01,hyperborean
75,F,civil servant,8772.08,hyperborean
75,M,farmer,3349.80,arcadian
75,M,craftsman,6959.99,hyperborean
75,M,fisher,4200.38,atlantean
75,M,farmer,3514.89,hyperborean
75,F,farmer,3322.50,hyperborean
75,M,unemployed,-364.60,atlantean
75,F,service provider,8813.72,hyperborean
75,F,unemployed,-349.75,arcadian
75,M,homemaker,-335.95,arcadian
75,F,farmer,3344.36,arcadian
75,F,farmer,3261.13,hyperborean
75,F,craftsman,6907.83,arcadian
75,M,farmer,3157.88,arcadian
75,F,homemaker,-330.01,arcadian
75,F,craftsman,6839.16,hyperborean
75,F,service provider,8788.02,hyperborean
75,F,farmer,3403.52,arcadian
75,F,craftsman,7058.04,arcadian
75,F,fisher,4302.19,atlantean
75,F,fisher,4098.53,hyperborean
75,M,homemaker,-296.78,hyperborean
75,F,homemaker,-307.11,arcadian
75,M,fisher,4149.57,atlantean
75,M,fisher,4201.82,atlantean
75,M,fisher,4152.55,arcadian
75,M,fisher,4157.90,arcadian
75,M,craftsman,6599.40,hyperborean
75,M,fisher,4081.44,atlantean
75,M,craftsman,6876.88,arcadian
75,M,homemaker,-280.47,arcadian
75,M,homemaker,-270.32,hyperborean
75,M,fisher,4008.46,arcadian
75,M,civil servant,8394.86,arcadian
75,M,craftsman,6739.10,atlantean
75,M,civil servant,8145.75,arcadian
75,M,fisher,4028.48,atlantean
75,F,fisher,3851.02,atlantean
75,F,homemaker,-254.99,hyperborean
75,M,craftsman,6275.25,hyperborean
75,F,service provider,8071.87,atlantean
75,F,farmer,2911.51,arcadian
75,M,service provider,7992.97,hyperborean
75,X,civil servant,8062.54,arcadian
75,M,fisher,3968.34,hyperborean
75,F,homemaker,-215.12,arcadian
75,M,farmer,2950.10,arcadian
75,F,craftsman,6323.31,hyperborean
75,F,farmer,2819.94,arcadian
75,F,fisher,2697.18,atlantean
75,F,farmer,2865.21,arcadian
75,F,fisher,3532.37,arcadian
75,X,fisher,3736.41,atlantean
75,F,homemaker,-199.86,arcadian
75,F,farmer,2756.86,hyperborean
75,M,fisher,3568.95,hyperborean
75,F,service provider,7232.56,arcadian
75,M,fisher,3664.87,atlantean
75,F,homemaker,-174.26,hyperborean
75,F,service provider,7303.60,arcadian
75,M,farmer,2676.86,atlantean
75,M,unemployed,-178.17,atlantean
75,M,farmer,2932.36,arcadian
75,F,craftsman,6111.05,hyperborean
75,M,service provider,7132.28,arcadian
75,F,homemaker,-179.12,arcadian
75,F,farmer,2740.46,atlantean
75,F,farmer,2808.80,arcadian
75,M,farmer,2637.59,arcadian
75,X,homemaker,-165.53,atlantean
75,M,fisher,3585.77,hyperborean
75,F,craftsman,5500.20,hyperborean
75,M,craftsman,5447.24,atlantean
75,F,service provider,7105.26,arcadian
75,M,homemaker,-158.12,arcadian
75,M,craftsman,5248.85,hyperborean
75,F,farmer,2766.12,hyperborean
75,M,craftsman,5616.80,arcadian
75,M,unemployed,-141.81,arcadian
75,F,homemaker,-137.52,atlantean
75,F,fisher,3427.96,atlantean
75,F,farmer,2538.34,arcadian
75,M,civil servant,6951.00,atlantean
75,F,fisher,3379.65,arcadian
75,M,civil servant,6712.41,arcadian
75,F,homemaker,-124.77,arcadian
75,F,civil servant,6668.53,arcadian
75,F,farmer,2707.30,arcadian
75,M,fisher,3151.65,atlantean
75,F,service provider,6457.43,atlantean
75,M,farmer,2571.03,arcadian
75,M,farmer,2313.91,arcadian
75,M,farmer,2494.59,arcadian
75,M,craftsman,4078.43,arcadian
75,M,fisher,3126.74,atlantean
75,M,fisher,3380.99,atlantean
75,M,farmer,2511.36,arcadian
75,F,craftsman,4093.76,hyperborean
75,M,fisher,3379.12,atlantean
75,F,civil servant,6372.33,atlantean
75,F,fisher,3132.87,atlantean
75,F,homemaker,-82.72,atlantean
75,F,homemaker,-88.53,arcadian
75,F,fisher,3238.40,atlantean
75,M,craftsman,4962.62,hyperborean
75,X,service provider,6540.51,atlantean
75,M,homemaker,-68.63,arcadian
75,F,fisher,3142.76,atlantean
75,M,homemaker,-70.56,atlantean
75,F,farmer,2410.74,arcadian
75,F,homemaker,-69.54,atlantean
75,F,craftsman,4210.72,arcadian
75,F,civil servant,5879.56,atlantean
75,M,craftsman,4542.43,arcadian
75,M,craftsman,4555.82,atlantean
75,M,service provider,5855.56,atlantean
75,F,homemaker,-56.25,hyperborean
75,F,homemaker,-56.38,atlantean
75,F,service provider,6050.36,atlantean
75,F,service provider,5909.21,atlantean
75,M,homemaker,-40.88,arcadian
75,M,civil servant,5507.37,atlantean
75,M,fisher,2906.41,atlantean
75,M,craftsman,4543.81,arcadian
75,M,homemaker,-40.49,arcadian
75,F,fisher,2874.29,arcadian
75,F,homemaker,-26.44,atlantean
75,M,fisher,2805.57,atlantean
75,M,service provider,5486.03,arcadian
75,M,service provider,5527.91,arcadian
75,F,unemployed,-26.42,hyperborean
75,M,craftsman,4362.68,atlantean
75,X,service provider,5251.55,atlantean
75,M,fisher,2854.52,arcadian
75,F,craftsman,4144.23,arcadian
75,F,fisher,2670.65,arcadian
75,F,fisher,2699.89,atlantean
75,M,fisher,2605.26,atlantean
75,M,fisher,2590.50,atlantean
75,M,homemaker,-16.18,hyperborean
75,F,service provider,4900.91,arcadian
75,F,homemaker,-15.06,atlantean
75,F,craftsman,4179.17,hyperborean
75,M,farmer,1965.22,arcadian
75,F,service provider,5353.38,hyperborean
75,M,craftsman,4193.35,hyperborean
75,F,farmer,1804.08,arcadian
75,F,craftsman,4060.63,hyperborean
75,M,homemaker,-3.46,atlantean
75,F,fisher,2621.62,atlantean
75,F,fisher,2621.56,atlantean
75,F,farmer,2052.14,hyperborean
75,F,fisher,2579.76,atlantean
75,M,craftsman,4133.27,hyperborean
75,F,craftsman,4170.92,atlantean
75,M,service provider,4778.60,arcadian
75,M,craftsman,4154.54,hyperborean
75,F,farmer,1915.45,atlantean
75,M,fisher,2459.85,atlantean
75,F,homemaker,7.64,arcadian
75,M,civil servant,5023.92,atlantean
75,F,farmer,1961.77,hyperborean
75,M,unemployed,7.34,arcadian
75,F,unemployed,7.93,hyperborean
75,F,fisher,2454.33,atlantean
75,M,farmer,2017.78,arcadian
75,M,fisher,2521.14,atlantean
75,F,craftsman,4039.09,hyperborean
75,M,farmer,2027.98,arcadian
75,M,craftsman,3917.18,arcadian
75,X,farmer,1961.93,hyperborean
75,F,craftsman,3880.26,hyperborean
75,F,farmer,1894.52,arcadian
75,M,farmer,1930.45,arcadian
75,F,craftsman,3900.04,atlantean
75,F,craftsman,3915.75,hyperborean
75,M,fisher,2515.37,hyperborean
75,F,fisher,2500.21,hyperborean
75,M,farmer,1966.92,arcadian
75,F,civil servant,4989.23,atlantean
75,F,service provider,4653.76,atlantean
75,F,craftsman,3896.63,hyperborean
75,M,farmer,1829.65,arcadian
75,F,farmer,1777.00,arcadian
75,F,farmer,1790.88,arcadian
75,M,craftsman,3577.55,hyperborean
75,F,civil servant,4467.17,hyperborean
75,F,civil servant,4560.62,arcadian
75,F,service provider,4333.61,arcadian
75,F,homemaker,32.78,atlantean
75,M,homemaker,30.04,hyperborean
75,M,fisher,2169.94,atlantean
75,F,farmer,1809.89,hyperborean
75,M,farmer,1722.67,arcadian
75,M,service provider,4275.45,arcadian
75,M,homemaker,37.88,atlantean
75,M,service provider,4384.02,atlantean
75,F,farmer,1795.11,arcadian
75,M,fisher,2131.99,atlantean
75,X,homemaker,42.88,atlantean
75,F,homemaker,44.63,atlantean
75,F,farmer,1760.69,arcadian
75,M,farmer,1737.19,arcadian
75,X,civil servant,4404.68,arcadian
75,M,fisher,2182.08,atlantean
75,F,craftsman,3389.61,hyperborean
75,M,civil servant,4218.64,hyperborean
75,F,craftsman,3451.55,hyperborean
75,F,service provider,4265.28,hyperborean
75,F,fisher,2078.84,arcadian
75,M,homemaker,47.69,atlantean
75,F,fisher,2217.69,hyperborean
75,F,fisher,2175.66,hyperborean
75,M,fisher,2030.09,atlantean
75,F,craftsman,3306.69,hyperborean
75,F,craftsman,3366.97,hyperborean
75,M,fisher,2106.99,atlantean
75,F,farmer,1665.20,hyperborean
75,M,homemaker,54.93,atlantean
75,F,civil servant,3857.05,atlantean
75,F,service provider,4028.46,arcadian
75,M,farmer,1554.08,arcadian
75,M,farmer,1576.86,arcadian
75,F,civil servant,3950.73,arcadian
75,M,fisher,2030.53,atlantean
75,F,fisher,1967.97,atlantean
75,M,service provider,3977.06,arcadian
75,F,fisher,1903.07,hyperborean
75,M,fisher,2007.87,atlantean
75,F,homemaker,62.59,atlantean
75,M,craftsman,2835.52,atlantean
75,F,service provider,3888.98,arcadian
75,M,homemaker,57.08,arcadian
75,M,craftsman,3043.97,hyperborean
75,F,fisher,2014.21,atlantean
75,M,farmer,1558.49,arcadian
75,M,farmer,1569.67,arcadian
75,M,fisher,2013.24,arcadian
75,M,homemaker,67.16,hyperborean
75,M,fisher,1848.01,atlantean
75,M,civil servant,3899.50,arcadian
75,M,craftsman,2936.82,hyperborean
75,F,civil servant,3658.02,arcadian
75,F,farmer,1336.41,arcadian
75,F,craftsman,2939.05,hyperborean
75,M,unemployed,69.31,hyperborean
75,M,craftsman,2868.80,atlantean
75,M,civil servant,3464.71,atlantean
75,F,homemaker,67.30,hyperborean
75,F,homemaker,67.34,arcadian
75,F,homemaker,72.90,arcadian
75,M,civil servant,3652.31,arcadian
75,F,unemployed,71.66,atlantean
75,M,farmer,1350.27,arcadian
75,F,civil servant,3422.54,arcadian
75,F,homemaker,73.02,atlantean
75,F,civil servant,3346.94,atlantean
75,M,service provider,3308.98,hyperborean
75,M,farmer,1346.73,arcadian
75,F,craftsman,2667.96,hyperborean
75,M,civil servant,3433.11,arcadian
75,M,craftsman,2604.20,hyperborean
75,M,service provider,3426.75,atlantean
75,M,homemaker,84.01,arcadian
75,F,farmer,1278.11,atlantean
75,M,civil servant,3211.98,hyperborean
75,F,farmer,1329.00,arcadian
75,M,farmer,1307.84,arcadian
75,M,service provider,3149.54,arcadian
75,M,service provider,3016.04,hyperborean
75,M,fisher,1523.69,hyperborean
75,F,farmer,1191.46,arcadian
75,X,unemployed,84.31,atlantean
75,F,craftsman,2558.53,arcadian
75,F,farmer,1198.79,arcadian
75,M,craftsman,2586.58,atlantean
75,F,unemployed,83.30,hyperborean
75,F,fisher,1511.40,atlantean
75,M,homemaker,87.01,atlantean
75,M,fisher,1602.61,atlantean
75,M,homemaker,83.00,hyperborean
75,F,craftsman,2331.94,hyperborean
75,X,homemaker,85.91,arcadian
75,M,service provider,2959.45,arcadian
75,F,craftsman,2191.33,arcadian
75,M,craftsman,2361.78,atlantean
75,X,homemaker,91.83,atlantean
75,M,craftsman,2274.12,hyperborean
75,F,farmer,1194.56,arcadian
75,M,fisher,1450.29,arcadian
75,F,unemployed,87.27,arcadian
75,M,farmer,1103.42,arcadian
75,F,farmer,1068.85,arcadian
75,M,civil servant,2646.20,atlantean
75,F,service provider,2837.05,atlantean
75,F,service provider,2759.47,arcadian
75,M,craftsman,2187.98,hyperborean
75,F,homemaker,92.73,atlantean
75,X,unemployed,94.24,atlantean
75,F,farmer,1081.40,arcadian
75,X,fisher,1323.49,atlantean
75,M,service provider,2715.14,arcadian
75,M,craftsman,2039.83,arcadian
75,F,homemaker,94.87,hyperborean
75,F,farmer,1092.15,arcadian
75,F,farmer,1087.53,atlantean
